appid,name,developer,publisher,score_rank,positive,negative,owners,average_forever,average_2weeks,initialprice,languages,genre,ccu,tags,Casual,NaN,Action,Accounting,Early Access,Utilities,Indie,Web,Development,Simulation,RPG,Strategy,Free to Play,Adventure,Movie,Violent,Animation & Modelling,Design & Illustration,Racing,Photo Editing,Video Production,MMO,Software,Audio,Sports,Education,has_multiplayer,has_dlc,Developer_score
244210,Assetto Corsa,Kunos Simulazioni,Kunos Simulazioni,,55063,5100,"1,000,000 .. 2,000,000",2856,203,1999,"English, Italian, Simplified Chinese, Traditional Chinese","Indie, Racing, Simulation, Sports",7949,"{'Racing': 4591, 'Automobile Sim': 2114, 'Simulation': 1508, 'Driving': 1152, 'Realistic': 822, 'Multiplayer': 808, 'VR': 590, 'Sports': 588, 'Moddable': 361, 'Controller': 283, 'Physics': 277, 'Singleplayer': 255, 'Open World': 190, 'First-Person': 170, 'Indie': 160, 'Replay Value': 144, 'Action': 108, '3D Vision': 95, 'TrackIR': 87, 'Artificial Intelligence': 76}",False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,AAA
244430,realMyst: Masterpiece Edition,Cyan Worlds Inc,Cyan Worlds Inc,,1047,141,"100,000 .. 200,000",380,0,1799,English,"Adventure, Indie",22,"{'Adventure': 158, 'Puzzle': 137, 'Point & Click': 97, 'Exploration': 95, 'Mystery': 80, 'Classic': 77, 'First-Person': 73, 'Indie': 64, 'Remake': 62, 'Story Rich': 57, 'Relaxing': 35, 'Singleplayer': 34, 'Atmospheric': 32, 'Nostalgia': 32, 'Difficult': 30, 'Beautiful': 28, 'Walking Simulator': 20, 'Surreal': 16, 'Casual': 13, 'FMV': 13}",True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
244450,Men of War: Assault Squad 2,Digitalmindsoft,1C Entertainment,,29106,3006,"1,000,000 .. 2,000,000",10637,611,2999,"English, German, Russian, French, Italian, Spanish - Spain, Polish, Turkish, Simplified Chinese","Action, Simulation, Strategy",2158,"{'Strategy': 1085, 'World War II': 680, 'Simulation': 563, 'War': 558, 'RTS': 538, 'Action': 473, 'Tactical': 448, 'Military': 407, 'Multiplayer': 373, 'Real Time Tactics': 343, 'Realistic': 289, 'Tanks': 284, 'Historical': 272, 'Co-op': 259, 'Destruction': 236, 'Singleplayer': 231, 'Atmospheric': 166, 'Difficult': 140, 'Classic': 116, 'Adventure': 89}",False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
244710,Shelter,Might and Delight,Might and Delight,,2980,517,"200,000 .. 500,000",121,0,999,"English, French, Italian, German, Spanish - Spain","Adventure, Indie",3,"{'Indie': 172, 'Adventure': 165, 'Cute': 105, 'Survival': 105, 'Singleplayer': 74, 'Short': 72, 'Atmospheric': 71, 'Simulation': 69, 'Nature': 68, 'Emotional': 62, 'Female Protagonist': 55, 'Great Soundtrack': 47, 'Casual': 42, 'Open World': 27, 'Walking Simulator': 25, 'Stylized': 22, 'Third Person': 21, 'Exploration': 15, 'Family Friendly': 12, 'Relaxing': 6}",True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
244730,Divekick,Iron Galaxy,Iron Galaxy,,1464,283,"100,000 .. 200,000",311,0,499,English,"Action, Indie",5,"{'Fighting': 213, 'Indie': 124, '2D Fighter': 119, 'Parody ': 117, 'Local Multiplayer': 81, 'Action': 50, 'e-sports': 40, 'Local Co-Op': 34, 'Funny': 31, '2D': 27, 'Comedy': 21, 'Party': 21, 'Multiplayer': 21, 'Competitive': 17, 'Arcade': 9, 'Controller': 9, 'Casual': 8, ""Beat 'em up"": 5}",True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
244770,StarMade,Schine GmbH,Schine GmbH,,2002,884,"100,000 .. 200,000",318,0,1499,"English, French, German, Spanish - Spain, Japanese, Polish, Russian, Traditional Chinese, Portuguese - Brazil","Action, Adventure, Indie, RPG, Simulation, Strategy, Early Access",13,"{'Space': 229, 'Sandbox': 201, 'Open World': 162, 'Multiplayer': 142, 'Building': 136, 'Sci-fi': 123, 'Voxel': 116, 'Adventure': 108, 'Indie': 94, 'Action': 88, 'Crafting': 85, 'Simulation': 83, 'Early Access': 83, 'Exploration': 79, 'Strategy': 77, 'RPG': 69, 'Space Sim': 61, 'Co-op': 50, 'Singleplayer': 48, 'Massively Multiplayer': 47}",False,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,AAA
244810,Foul Play,Mediatonic,Epic Games,,508,122,"100,000 .. 200,000",46,0,1499,"English, French, Italian, German, Spanish - Spain, Japanese, Portuguese - Brazil","Action, Adventure, Casual, Indie",1,"{""Beat 'em up"": 63, 'Action': 52, 'Indie': 50, 'Local Co-Op': 48, 'Adventure': 40, 'Casual': 40, 'Comedy': 28, 'Online Co-Op': 27, 'Co-op': 22, '2D': 16, 'Side Scroller': 13, 'Steampunk': 10}",True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
244850,Space Engineers,Keen Software House,Keen Software House,,95292,12510,"2,000,000 .. 5,000,000",3978,685,1999,"English, German, Spanish - Spain, Czech, Danish, Dutch, Polish, French, Italian, Finnish, Hungarian, Norwegian, Portuguese - Brazil, Swedish, Russian, Simplified Chinese","Action, Indie, Simulation, Strategy",6694,"{'Space': 3394, 'Sandbox': 2885, 'Building': 2565, 'Multiplayer': 2207, 'Open World Survival Craft': 2192, 'Simulation': 1756, 'Survival': 1742, 'Open World': 1588, 'Physics': 1443, 'Crafting': 1317, 'Destruction': 1200, 'Co-op': 1100, 'Indie': 1042, 'Futuristic': 1018, 'Sci-fi': 963, 'Singleplayer': 941, 'Action': 919, 'Strategy': 820, 'Adventure': 733, 'Early Access': 687}",False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
244870,Electronic Super Joy,Michael Todd Games,2&amp;30 Software,,3026,323,"100,000 .. 200,000",142,0,799,English,"Action, Indie",1,"{'Platformer': 301, 'Indie': 236, 'Great Soundtrack': 235, 'Difficult': 207, 'Music': 124, 'Singleplayer': 121, 'Action': 119, 'Pixel Graphics': 114, 'Precision Platformer': 96, '2D': 77, 'Side Scroller': 52, 'Soundtrack': 50, 'Retro': 40, 'Rhythm': 37, 'Score Attack': 33, 'Short': 14, 'Addictive': 8, 'Adventure': 8, 'Funny': 7}",False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
244930,SNOW - The Ultimate Edition,"Poppermost Productions, WastedStudios, Crytek",Crytek,,7944,4164,"1,000,000 .. 2,000,000",139,87,1499,English,"Casual, Indie, Simulation, Sports",12,"{'Sports': 397, 'Free to Play': 326, 'Open World': 317, 'Multiplayer': 307, 'Simulation': 206, 'Early Access': 150, 'Snow': 133, 'Indie': 120, 'Realistic': 113, 'First-Person': 99, 'Singleplayer': 95, 'VR': 92, 'Skiing': 89, 'Adventure': 86, 'Controller': 85, 'Action': 82, 'Snowboarding': 79, 'Exploration': 68, 'Casual': 64, 'Third Person': 62}",True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,AAA
245150,The Novelist,Orthogonal Games,Beau Blyth,,739,248,"100,000 .. 200,000",132,0,499,English,"Adventure, Casual, Indie",0,"{'Indie': 68, 'Adventure': 47, 'Story Rich': 39, 'Casual': 37, 'Atmospheric': 26, 'Exploration': 25, 'Stealth': 24, 'First-Person': 24, 'Choices Matter': 14, 'Walking Simulator': 11, 'Singleplayer': 10, 'Short': 7, 'Drama': 7}",True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
245170,Skullgirls 2nd Encore,Hidden Variable Studios,Autumn Games,,22878,1420,"1,000,000 .. 2,000,000",504,129,2499,"English, French, Italian, German, Spanish - Spain, Japanese, Portuguese - Brazil","Action, Indie",252,"{'Fighting': 1045, '2D Fighter': 797, 'Indie': 585, 'Female Protagonist': 538, 'Hand-drawn': 537, 'Stylized': 532, 'Multiplayer': 531, 'Competitive': 527, 'Anime': 525, 'Local Multiplayer': 509, 'Crowdfunded': 507, 'Controller': 499, 'Singleplayer': 486, 'Lore-Rich': 481, 'Noir': 474, '2D': 464, 'Action': 460, 'Arcade': 458, 'Cartoon': 453, 'Story Rich': 452}",False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
245280,ENSLAVED: Odyssey to the West Premium Edition,Ninja Theory,BANDAI NAMCO Entertainment,,5069,883,"200,000 .. 500,000",209,0,1999,"English, French, Italian, German, Spanish - Spain","Action, Adventure",12,"{'Adventure': 195, 'Action': 184, 'Post-apocalyptic': 141, 'Story Rich': 132, 'Singleplayer': 131, 'Hack and Slash': 109, 'Third Person': 94, 'Action-Adventure': 88, 'Sci-fi': 78, 'Atmospheric': 65, 'Robots': 56, 'Platformer': 52, 'Parkour': 44, 'Great Soundtrack': 42, '3D Platformer': 26, 'Female Protagonist': 25, 'Linear': 22, 'Controller': 21, '3D Vision': 18, 'Open World': 9}",False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
245370,Etherium,Tindalos Interactive,Focus Home Interactive,,336,555,"100,000 .. 200,000",0,0,999,"English, French, Italian, German, Spanish - Spain, Polish, Russian",Strategy,2,"{'Sci-fi': 101, 'Strategy': 93, 'RTS': 46, 'Multiplayer': 35, 'Space': 33, '4X': 17, 'Singleplayer': 13, 'Action': 12}",False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
245390,"I Have No Mouth, and I Must Scream",Cyberdreams,Nightdive Studios,,1199,152,"100,000 .. 200,000",193,0,599,"English, French, Italian, German, Spanish - Spain",Adventure,6,"{'Point & Click': 204, 'Adventure': 171, 'Horror': 111, 'Classic': 103, 'Retro': 88, 'Based On A Novel': 77, 'Story Rich': 66, 'Cult Classic': 64, 'Singleplayer': 62, ""1990's"": 58, 'Dark': 51, 'Post-apocalyptic': 42, '2D': 42, 'Great Soundtrack': 38, 'Psychological Horror': 38, 'Surreal': 38, 'Puzzle': 34, 'Funny': 31, 'Cyberpunk': 28, 'Sci-fi': 27}",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
245410,Wizardry 6: Bane of the Cosmic Forge,Sir-Tech,"Gamepot, Inc., Nightdive Studios",,136,46,"100,000 .. 200,000",7,0,499,"English, German","Adventure, RPG",5,"{'RPG': 75, 'Adventure': 36, 'First-Person': 35, 'Dungeon Crawler': 31, 'Party-Based RPG': 28, 'Classic': 26, 'Turn-Based Combat': 26, 'Grid-Based Movement': 23, 'Turn-Based': 20, 'Fantasy': 16, 'Old School': 13, 'CRPG': 13, 'Singleplayer': 9}",False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
245430,Wizardry 7: Crusaders of the Dark Savant,Sir-Tech,"Gamepot, Inc., Nightdive Studios",,144,33,"100,000 .. 200,000",0,0,499,"English, German","Adventure, RPG",9,"{'RPG': 73, 'Classic': 33, 'Grid-Based Movement': 33, 'Dungeon Crawler': 32, 'Adventure': 31, 'Turn-Based': 30, 'Party-Based RPG': 28, 'First-Person': 24, 'Turn-Based Combat': 24, 'Fantasy': 18, 'Old School': 17, 'CRPG': 14, 'Singleplayer': 12}",False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
245450,Wizardry 8,Sir-Tech Canada,"Gamepot, Inc., Nightdive Studios",,757,84,"100,000 .. 200,000",10,0,999,English,"Adventure, RPG",32,"{'RPG': 131, 'Party-Based RPG': 72, 'Turn-Based Combat': 62, 'Classic': 60, 'First-Person': 58, 'Fantasy': 54, 'Dungeon Crawler': 52, 'Adventure': 49, 'Turn-Based': 42, 'CRPG': 34, 'Singleplayer': 30, 'Old School': 25, 'Exploration': 23, 'Atmospheric': 15, 'Sci-fi': 13}",False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
245470,Democracy 3,Positech Games,Positech Games,,5318,1804,"200,000 .. 500,000",522,0,2499,"English, German, French, Italian, Spanish - Spain, Polish, Portuguese, Russian, Simplified Chinese","Indie, Simulation, Strategy",41,"{'Political Sim': 511, 'Simulation': 362, 'Politics': 313, 'Strategy': 279, 'Indie': 161, 'Turn-Based': 154, 'Singleplayer': 122, 'Political': 122, 'Economy': 116, 'Management': 102, 'Sandbox': 87, 'Moddable': 59, 'Difficult': 45, '2D': 32, 'Turn-Based Strategy': 24, 'Education': 21, 'Casual': 21, 'Capitalism': 17, 'Sequel': 15, 'Funny': 11}",True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,AAA
245490,Trials Fusion,"RedLynx, in collaboration with  Ubisoft Shanghai, Ubisoft Kiev",Ubisoft,,1380,634,"200,000 .. 500,000",590,0,1999,"English, French, Italian, German, Spanish - Spain, Dutch, Japanese, Portuguese - Brazil, Russian, Simplified Chinese",Racing,17,"{'Racing': 313, 'Multiplayer': 78, 'Singleplayer': 71, 'Physics': 64, 'Local Multiplayer': 56, 'Sports': 50, 'Futuristic': 43, 'Platformer': 40, 'Action': 38, 'Funny': 37, '2.5D': 34, 'Level Editor': 33, 'Difficult': 33, 'Competitive': 32, '2D': 31, 'Casual': 28, 'Simulation': 27, 'Arcade': 26, 'Great Soundtrack': 23, 'Adventure': 22}",True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,AAA
245620,Tropico 5,Haemimont Games,Kalypso Media Digital,,10237,2835,"1,000,000 .. 2,000,000",1196,375,1999,"English, French, Italian, German, Spanish - Spain, Russian, Polish, Japanese","RPG, Simulation, Strategy",207,"{'Strategy': 664, 'City Builder': 578, 'Simulation': 529, 'Sandbox': 336, 'Multiplayer': 246, 'Economy': 235, 'Politics': 199, 'Management': 198, 'Singleplayer': 160, 'Resource Management': 159, 'Comedy': 113, 'Co-op': 111, 'RPG': 100, 'Historical': 87, 'Great Soundtrack': 82, 'RTS': 81, 'Atmospheric': 73, 'Funny': 72, 'Open World': 68, 'Adventure': 50}",False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
246070,Hack 'n' Slash,Double Fine Productions,Double Fine Productions,,436,377,"200,000 .. 500,000",48,0,1337,English,"Adventure, Casual, Indie",0,"{'Adventure': 78, 'Indie': 69, 'Hacking': 61, 'Hack and Slash': 59, 'Puzzle': 56, 'Programming': 42, 'Casual': 41, 'Singleplayer': 29, 'Female Protagonist': 29, 'Fantasy': 15, '2D': 12, 'Action': 6, 'RPG': 6, 'Action RPG': 5}",True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
246090,Spacebase DF-9,Double Fine Productions,Double Fine Productions,,770,3382,"200,000 .. 500,000",677,0,999,English,"Indie, Simulation, Strategy",1,"{'Simulation': 163, 'Space': 146, 'Base-Building': 128, 'Sci-fi': 128, 'Strategy': 121, 'Indie': 109, 'Sandbox': 94, 'Building': 84, 'Survival': 62, 'Early Access': 53, 'Singleplayer': 52, 'Management': 45, 'Futuristic': 40, 'Comedy': 23, 'City Builder': 22, '2D': 19, 'Isometric': 18}",False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
246420,Kingdom Rush  - Tower Defense,Ironhide Game Studio,Ironhide Game Studio,,8818,271,"500,000 .. 1,000,000",421,0,999,"English, French, German, Spanish - Spain, Japanese, Korean, Portuguese, Russian, Spanish - Latin America, Traditional Chinese",Strategy,191,"{'Tower Defense': 637, 'Strategy': 408, 'Singleplayer': 288, '2D': 283, 'Tactical': 275, 'Fantasy': 271, 'Action': 265, 'Casual': 263, 'Adventure': 260, 'Funny': 258, 'Medieval': 254, 'Cartoon': 250, 'Cartoony': 249, 'Action-Adventure': 245, 'Indie': 240, 'Touch-Friendly': 125, 'Difficult': 121, 'Comedy': 116, 'RPG': 106, 'Colorful': 97}",True,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
246580,The Typing of The Dead: Overkill,Modern Dream,SEGA,,2732,412,"200,000 .. 500,000",179,0,1999,"English, French, Italian, Spanish - Spain",Action,10,"{'Typing': 219, 'On-Rails Shooter': 173, 'Zombies': 161, 'Comedy': 133, 'Action': 118, 'Education': 109, 'Parody ': 102, 'Arcade': 74, 'Funny': 62, 'Score Attack': 42, 'Horror': 34, 'Singleplayer': 34, 'First-Person': 26, 'Multiplayer': 23, 'Shooter': 19, 'Co-op': 16, 'FPS': 12, 'Great Soundtrack': 11, 'Gore': 11, 'Mature': 6}",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,AAA
246620,Plague Inc: Evolved,Ndemic Creations,Ndemic Creations,,39882,2359,"2,000,000 .. 5,000,000",654,31,1499,"English, French, German, Russian, Spanish - Spain, Italian, Portuguese, Portuguese - Brazil, Simplified Chinese, Traditional Chinese, Japanese, Norwegian, Polish, Turkish, Korean","Casual, Indie, Simulation, Strategy",1026,"{'Strategy': 2110, 'Simulation': 1710, 'Outbreak Sim': 1501, 'Indie': 1050, 'Singleplayer': 805, 'Multiplayer': 719, 'Zombies': 617, 'Casual': 600, 'Tactical': 503, 'Replay Value': 348, 'Post-apocalyptic': 341, 'Addictive': 320, 'Realistic': 288, '2D': 245, 'Early Access': 241, 'Difficult': 237, 'Atmospheric': 237, 'Co-op': 223, 'Sandbox': 216, 'Survival': 181}",True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
246680,Secrets of Rætikon,Broken Rules,Broken Rules,,277,179,"100,000 .. 200,000",0,0,999,English,"Action, Adventure, Indie",0,"{'Indie': 61, 'Adventure': 56, 'Action': 43, 'Puzzle': 26, 'Nature': 26, 'Exploration': 25, 'Open World': 16, 'Flight': 10, 'Metroidvania': 9, 'Singleplayer': 9, 'Beautiful': 9, '2D': 6, 'Controller': 6, 'Platformer': 5, 'Side Scroller': 5}",False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
246760,Legends of Eisenwald,Aterdux Entertainment,Aterdux Entertainment,,1240,383,"100,000 .. 200,000",77,0,999,"English, German, Russian, French, Spanish - Spain, Italian, Simplified Chinese","Adventure, Indie, RPG, Strategy",16,"{'Tactical RPG': 207, 'Turn-Based': 202, 'Choices Matter': 201, 'Atmospheric': 195, 'Strategy RPG': 192, 'Choose Your Own Adventure': 186, 'Story Rich': 181, 'Multiple Endings': 178, 'Character Customization': 171, 'Medieval': 167, 'Difficult': 163, 'Third Person': 158, '3D': 156, 'Inventory Management': 148, 'Level Editor': 146, 'Tactical': 141, 'RPG': 139, 'Strategy': 138, 'Turn-Based Strategy': 128, 'Historical': 123}",False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
